Name,Company Name,Company Name#,Address,Place,Zip,Sector,Product,Website,Region,Place.1,1,2,Unnamed: 12,Phone Number,Website2
rec solar (colorado),REC Solar (Colorado),REC Solar (Colorado),9032 Marshall Court,"Westminster, Colorado",80030,Solar,Solar panel installer,http://recsolar.com/,Rockies Area,Westminster, Colorado,,,,
rec solar (oregon),REC Solar (Oregon),REC Solar (Oregon),833 SE Main Street,"Portland, Oregon",97214,Solar,Solar panel installer,http://recsolar.com/,Pacific Northwest Area,Portland, Oregon,,,,
recurrent energy,Recurrent Energy,Recurrent Energy,1700 Montgomery Street,"San Francisco, California",94111,Solar,"Finance, construct, own and operate solar generating systems",http://www.recurrentenergy.com/,Bay Area,San Francisco, California,,,NA,www.recurrentenergy.com/ 
redhawk energy systems,Redhawk Energy Systems,Redhawk Energy Systems,10340 Palmer Rd. SW,"Athens, Ohio",45701,"Efficiency,Renewable Energy,Services,Solar,Wind energy",,http://www.redhawkenergy.net/,,Athens, Ohio,,,740.927.6017,www.redhawkenergy.net/ 
redwood renewables,Redwood Renewables,Redwood Renewables,,,,Solar,Developing integrated solar roofing projects,,,,,,,NA,NA
"reflectech, inc","ReflecTech, Inc","ReflecTech, Inc",18200 West Highway 72,"Arvada, Colorado",80007,Solar,"Highly reflective, glass-free, polymer-based film for concentrating sunlight in solar energy arrays",http://www.reflectechsolar.com/,Rockies Area,Arvada, Colorado,,,NA,www.reflectechsolar.com/ 
"refusol, inc.","REFUsol, Inc.","REFUsol, Inc.",,"Fremont, California",94538,Solar,Inverters,http://americas.refusol.com/,Bay Area,Fremont, California,,,NA,NA
regeneration finance,REgeneration Finance,REgeneration Finance,,"Harrison, New York",10528,Solar,New York State-based distributed solar generation project financier and developer.,,,Harrison, New York,,,NA,NA
regenesis power,Regenesis Power,Regenesis Power,,Simi Valley,,"Renewable Energy,Solar",A renewable energy-service Company that owns and operates solar assets in the U.S.,,,Simi Valley,,,,NA,NA
regrid power,Regrid Power,Regrid Power,,"Campbell, California",95008,"Renewable Energy,Services,Solar","REgrid Power is a renewable energy design, installation, and services company which is specialised in solar photovoltaic systems.",,,Campbell, California,,,NA,NA
remote power inc.,Remote Power Inc.,Remote Power Inc.,981 Gold Mine Tr.,"Fairbanks, Alaska",99712,Solar,Solar and wind electric power systems,http://www.remotepowerinc.com/,,Fairbanks, Alaska,,,907-457-4299,www.remotepowerinc.com/ 
renewable capital,Renewable Capital,Renewable Capital,,"Las Vegas, Nevada",89109,Solar,"Investment vehicle of Ed Stevenson, founder of Solar Integrated Technologies, and Bob Hertzberg, former Speaker of the California State Assembly.",,,Las Vegas, Nevada,,,NA,NA
renewable energy concepts solar inc rec solar,Renewable Energy Concepts Solar Inc REC Solar,Renewable Energy Concepts Solar Inc REC Solar,,"San Luis Obispo, California",93401,Solar,"US-based solar system installer, specialising in grid-tied installation and servicing mainly California, Colorado, and New Jersey. Not in any way affiliated with Norwegian integrated PV manufacturer REC, which has a division called REC Solar.",,,San Luis Obispo, California,,,,
renewable energy resources inc,Renewable Energy Resources Inc,Renewable Energy Resources Inc,,"Las Vegas, Nevada",,"Hydro,Renewable Energy,Solar,Wind energy","Renewable Energy is a privately-held consultancy with proprietary technology in the solar, wind and hydro fields.",,,Las Vegas, Nevada,,,,
renewable power systems llc,Renewable Power Systems LLC,Renewable Power Systems LLC,,"Averill Park, New York",12018,Solar,"Albany, New York-based solar systems installer.",,,Averill Park, New York,,,,
renova energy corp.,Renova Energy Corp.,Renova Energy Corp.,75181 Mediterranean Avenue,"Palm Desert, CA",92211,Solar,Energy efficiency and renewable energy integration,http://www.renovasolar.com,Southern CA Area,Palm Desert, CA,,,,
replex plastics,Replex Plastics,Replex Plastics,11 Mount Vernon Ave,"Mount Vernon, Ohio",43050,"Services,Solar",Manufacturing; Research and development,http://www.replex.com,,Mount Vernon, Ohio,,,740-397-5535,www.replex.com 
resource energy systems llc,Resource Energy Systems LLC,Resource Energy Systems LLC,,"Rochelle Park, New Jersey",7662,"Services,Solar","Resource Energy Systems (RES) provides property owners with turn-key solar energy services. RES completes all phases of solar design, installation, and completion.",,,Rochelle Park, New Jersey,,,,
romeric,Romeric,Romeric,,"Salt Lake City, Utah",84070,"Services,Solar",Utah-based provider of software products and integration services for factory automation. The firm provides these services to solar projects.,,,Salt Lake City, Utah,,,NA,NA
rotek incorporated,Rotek Incorporated,Rotek Incorporated,1400 South Chillicothe Road,"Aurora, Ohio",44202,"Services,Solar,Wind energy",Engineering/architectural/design; Maintenance and repair; Other:Component Supplier,http://www.rotek-inc.com,,Aurora, Ohio,,,330-562-4000,www.rotek-inc.com 
rsi silicon products llc,RSI Silicon Products LLC,RSI Silicon Products LLC,,"Easton, Massachusetts",18040,Solar,"Early-stage startup which is developing a process for solar-grade silicon manufacture at low energy intensity, spinoff from MIT.",,,Easton, Massachusetts,,,NA,NA
rudd klein alternative energy ventures llc aka phoenix energy fund,Rudd Klein Alternative Energy Ventures LLC aka Phoenix Energy Fund,Rudd Klein Alternative Energy Ventures LLC aka Phoenix Energy Fund,,"New York, New York",,Solar,"New York venture capital firm, specialising in early-stage solar companies.",,,New York, New York,,,,
run on sun,Run on Sun,Run on Sun,655 S Raymond AV,"Pasadena, California,United States",91105,Solar,,http://runonsun.com/,Southern CA Area,Pasadena, California,United States,,626-793-6025,NA
sadoun solar sales,Sadoun Solar Sales,Sadoun Solar Sales,1400 South Chillicothe Road,"Aurora, Ohio",44202,"Services,Solar,Wind energy",Engineering/architectural/design; Maintenance and repair; Other:Component Supplier,http://www.rotek-inc.com,,Aurora, Ohio,,,330-562-4000,www.rotek-inc.com 
sage resources,Sage Resources,Sage Resources,,"Missoula, Montana",59803,"Geothermal energy,Solar","A company specializing in geothermal and solar-thermal project development in the western United States; works with private firms, government, and the DOE.",,,Missoula, Montana,,,NA,NA
salt river project srp,Salt River Project SRP,Salt River Project SRP,,"Tempe, Arizona",85281-1298,"Biomass,Solar",US utility which sources a percentage of its electricity from biomass plants. It is also involved in the solar power industry.,,,Tempe, Arizona,,,,
satcon,Satcon,Satcon,27 Drydock Avenue,"Boston, Massachusetts",2210,Solar,Solar PV and fuel cell inverters,http://www.satcon.com/,Greater Boston Area,Boston, Massachusetts,,,NA,www.satcon.com/ 
sbm solar,SBM Solar,SBM Solar,,North Carolina,,Solar,SBM Solar is a solar panel manufacturer based in North Carolina.,,,North Carolina,,,,NA,NA
scaled solar,Scaled Solar,Scaled Solar,,"San Francisco, California",,Solar,"Scaled Solar manufacturers and markets utility-grade, concentrated photovoltaic solar energy systems to commercial customers",,,San Francisco, California,,,NA,NA
scheuten solar usa inc,Scheuten Solar USA Inc,Scheuten Solar USA Inc,,"Rancho Santa Margarita, California",92688,Solar,Manufacturer of Solar PV systems,,,Rancho Santa Margarita, California,,,,
schott north america inc,Schott North America Inc,Schott North America Inc,555 Taxter Road,"Elmsford, New York",10523,Solar,Solar PV developer,http://www.us.schott.com/,Northeast - NY NJ CT PA Area,Elmsford, New York,,,NA,www.us.schott.com/ 
seahorse power company,Seahorse Power Company,Seahorse Power Company,,"Needham, Massachusetts",2492,Solar,Manufactures and markets the BigBelly solar powered trash compactor.,,,Needham, Massachusetts,,,NA,NA
semitool inc,Semitool Inc,Semitool Inc,,"Kalispell, Montana",59901,Solar,US manufacturer of fab equipment for semiconductors and solar such as wet chemical processing systems and electrochemical deposition systems.,,,Kalispell, Montana,,,NA,NA
semprius,Semprius,Semprius,,"Durham, North Carolina",,Solar,North Carolina-based start-up focused on the development of concentrator photovoltaic (CPV) modules for large-scale solar power generation.,,,Durham, North Carolina,,,NA,NA
sencera international corporation,Sencera International Corporation,Sencera International Corporation,,"Charlotte, North Carolina",28208,Solar,"Makes plasma tools for LCD, glass, and solar cell manufacturing, entered the amorphous and microcrystalline silicon manufacturing business in 2007.",,,Charlotte, North Carolina,,,NA,NA
sepco - solar electric power company,SEPCO - Solar Electric Power Company,SEPCO - Solar Electric Power Company,1521 SE Palm Court,"Stuart, Florida",34994,Solar,Commercial Solar Lighting & Off Grid Solar Power Systems,http://www.sepco-solarlighting.com,,Stuart, Florida,,,772-220-6615,www.sepco-solarlighting.com 
sequoia solar inc,Sequoia Solar Inc,Sequoia Solar Inc,,"Solana Beach, California",92075,Solar,California-based installer of solar plants.,,,Solana Beach, California,,,,
sereno solar,Sereno Solar,Sereno Solar,,"Monte Sereno, California",,Solar,"Has developed a solar passive water heating panel to be installed under current roofing or siding material, to avoid architectural disruption and also to lessen the need for air conditioning.",,,Monte Sereno, California,,,NA,NA
seven seas energy llc,Seven Seas Energy LLC,Seven Seas Energy LLC,,Maryland,21401,Solar,Maryland-based solar integration company.,,,Maryland,,,,NA,NA
sheffield metals international,Sheffield Metals International,Sheffield Metals International,5467 Evergreen Parkway,"Sheffield Village, Ohio",44054,"Buildings,Efficiency,Solar",Agriculture; Consulting; Manufacturing; Retail product sales and distribution;Trainining and education,http://www.sheffieldmetals.com,,Sheffield Village, Ohio,,,800-283-5262,www.sheffieldmetals.com 
shunda solare technologies,Shunda SolarE Technologies,Shunda SolarE Technologies,,,,Solar,US-based JV with vertically integrated operations in the solar market.,,,,,,,,
sierra nevada partners,Sierra Nevada Partners,Sierra Nevada Partners,,"Incline Village, Nevada",89450,"Renewable Energy,Solar","Investment firm actively seeking acquisitions in renewable energy, in particular, solar in the western United States.",,,Incline Village, Nevada,,,NA,NA
silfab regeneration,Silfab REgeneration,Silfab REgeneration,,,,Solar,US-based solar project developer.,,,,,,,,
silicon border development llc,Silicon Border Development LLC,Silicon Border Development LLC,,"Poway, California",92064,Solar,US-based developer of industrial parks with a focus on high-technology industry such as semiconductors and solar.,,,Poway, California,,,NA,NA
silicon valley solar inc sv solar,Silicon Valley Solar Inc SV Solar,Silicon Valley Solar Inc SV Solar,,"Santa Clara, California",95051,Solar,A US-based manufacturer of flat plate internal concentrator solar modules.,,,Santa Clara, California,,,,
siluria technologies,Siluria Technologies,Siluria Technologies,,"Mountain View, California",94043,Solar,California-based stealth-mode company engaged in development of biological nanotechnology-enabled products for clean energy products such as solar cells and light emitting devices.,,,Mountain View, California,,,NA,NA
simplicity energy farms inc,Simplicity Energy Farms Inc,Simplicity Energy Farms Inc,,"Englewood, Colorado",80113,"Solar,Wind energy",Colorado-headquartered developer of farm-based solar and wind energy private utility partnerships (RPU).,,,Englewood, Colorado,,,,
simply efficient,Simply Efficient,Simply Efficient,7717 W. 6th Ave,"Lakewood, Colorado",80214,Solar,Solar and wind consulting and installations,http://www.simplyeff.com/,Rockies Area,Lakewood, Colorado,,,NA,www.simplyeff.com/ 
sj solar,SJ Solar,SJ Solar,,"San Jose, California",95131,Solar,Cell design firm for concentrated solar,,,San Jose, California,,,NA,NA
sky vegetables,Sky Vegetables,Sky Vegetables,"45 Rosemary Street, Suite F","Needham, MA",2494,Solar,,http://www.skyvegetables.com/index.html,,Needham, MA,,,NA,www.skyvegetables.com/index.ht 
skybuilt power,SkyBuilt Power,SkyBuilt Power,,"Arlington, Virginia",22207,"Hydro,Renewable Energy,Solar,Wind energy","US-based renewable energy system integrator such as solar, wind, fuel cells, and micro-hydro power.",,,Arlington, Virginia,,,NA,NA
skyfuel,SkyFuel,SkyFuel,18300 West Highway 72,"Arvada, Colorado",80007,Solar,Parabolic Trough Solar Collector,http://www.skyfuel.com,Rockies Area,Arvada, Colorado,,,303.330.0276,www.skyfuel.com 
skyfuel inc,SkyFuel Inc,SkyFuel Inc,18300 W Highway 72,"Arvada, Colorado",80007,Solar,Solar thermal power,http://www.skyfuel.com/,Rockies Area,Arvada, Colorado,,,NA," http://www.nrel.gov/news/press/2009/704.html
"
skypoint solar inc,Skypoint Solar Inc,Skypoint Solar Inc,,Vermont,5255,Solar,Vermont based solar panel manufacturing company that will also be involved in the establishment of solar power parks for electricty generation.,,,Vermont,,,,,
sma america,SMA America,SMA America,,"Grass Valley, California",95945,Solar,"Supplies the North and South American markets with the ""Sunny Boy"" solar inverter.",,,Grass Valley, California,,,NA,NA
smart solar inc,Smart Solar Inc,Smart Solar Inc,,"Pittsford, New York",14534,Solar,Was developing concentrator PV modules and a system for monitoring solar panels for maintenance.,,,Pittsford, New York,,,NA,NA
socore energy,SoCore Energy,SoCore Energy,,"Chicago, Illinois",60601,Solar,Chicago-based solar installer and mounting solution company that also arranges for solar loans and PPAs.,,,Chicago, Illinois,,,NA,NA
sol inc,Sol Inc,Sol Inc,3210 SW 42nd Ave,"Palm City, Florida",34990,Solar,Solar outdoor LED lighting,http://www.solarlightingusa.com,,Palm City, Florida,,,+1 (772) 286-9461,www.solarlightingusa.com 
sol inc.,Sol Inc.,Sol Inc.,"3210 S.W. 42nd Avenue

3210 S.W. 42nd Avenue","Palm City, FL",34990,Solar,,http://www.solarlightingusa.com/,,Palm City, FL,,,NA,www.solarlightingusa.com/ 
sol sage energy,Sol Sage Energy,Sol Sage Energy,,"Charlottesville, Virginia",22902,Solar,"Sells solar electricity as well as owns, operates, and maintains solar energy systems.",,,Charlottesville, Virginia,,,NA,NA
sol solution,Sol Solution,Sol Solution,,"Los Gatos, California",95030,Solar,"Rainbow Concentrator, Current matching multijunction Solar Cell",http://www.Sol-Solution.net,Bay Area,Los Gatos, California,,,NA,www.Sol-Solution.net
"sol-up usa, llc","Sol-Up USA, LLC","Sol-Up USA, LLC","3355 West Spring Mountain Road, Suite 3","Las Vegas, NV",89102,Solar,"PV, Solar Thermal, Solar Cooling",http://www.sol-up.com,,Las Vegas, NV,,,+1 (702) 586-9800,www.sol-up.com 
